name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Maruti Swift LDI,2010,414439,61556,Diesel,Individual,Manual,First Owner
Hyundai Santro Magna AMT BSIV,2019,400212,16007,Petrol,Individual,Automatic,First Owner
Ford EcoSport 1.5 Diesel Trend BSIV,2020,913709,1002,Diesel,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,2020,409205,9782,Petrol,Individual,Manual,First Owner
Maruti Alto LXi BSIII,2004,122485,91377,Petrol,Individual,Manual,Third Owner
Toyota Innova 2.5 G1 BSIV,2013,1031552,72009,Diesel,Individual,Manual,First Owner
Tata Zest Quadrajet 1.3 75PS XE,2014,385947,77172,Diesel,Individual,Manual,First Owner
Renault Duster 110PS Diesel RxZ,2015,445593,127088,Diesel,Individual,Manual,First Owner
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2018,709914,14828,Petrol,Individual,Manual,First Owner
Mahindra Xylo E8,2010,354365,79600,Diesel,Individual,Manual,Second Owner
Honda Amaze VX AT i-Vtech,2015,433910,41237,Petrol,Dealer,Automatic,First Owner
Maruti S-Cross Delta DDiS 200 SH,2019,922785,9008,Diesel,Individual,Manual,First Owner
Honda Jazz 1.5 VX i DTEC,2019,806485,22272,Diesel,Dealer,Manual,First Owner
Maruti Wagon R VXI BS IV,2020,440205,14496,Petrol,Dealer,Manual,First Owner
Ford Figo Trend,2018,451363,37275,Petrol,Dealer,Manual,First Owner
Hyundai Verna i (Petrol),2005,122148,48830,Petrol,Individual,Manual,Second Owner
Maruti Zen LX,2003,98255,49810,Petrol,Individual,Manual,First Owner
Maruti Swift Vdi BSIII,2009,171830,106017,Diesel,Individual,Manual,Second Owner
Maruti SX4 Celebration Petrol,2012,201922,102567,Petrol,Individual,Manual,Second Owner
Maruti Ignis 1.2 Alpha BSIV,2016,479786,8784,Petrol,Individual,Manual,First Owner
Hyundai i10 Sportz,2012,212132,27345,Petrol,Individual,Manual,First Owner
Maruti Wagon R LXI,2009,202709,32805,Petrol,Dealer,Manual,First Owner
Hyundai Verna 1.6 VTVT SX,2015,831326,54910,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Alto 800 LXI,2017,218207,37362,Petrol,Individual,Manual,First Owner
Nissan Terrano XV Premium 110 PS,2012,701444,84424,Diesel,Individual,Manual,First Owner
Maruti Ciaz 1.4 AT Zeta,2015,495319,42139,Petrol,Individual,Automatic,First Owner
Audi A6 2.0 TDI Premium Plus,2014,1466978,33153,Diesel,Dealer,Automatic,Second Owner
Hyundai Santro LS zipPlus,2004,99562,63898,Petrol,Individual,Manual,First Owner
Hyundai EON 1.0 Era Plus,2014,235208,54986,Petrol,Dealer,Manual,First Owner
Maruti SX4 S Cross DDiS 320 Delta,2016,702323,476335,Diesel,Dealer,Manual,First Owner
Mahindra Scorpio VLX 2WD ABS AT BSIII,2011,329761,162715,Diesel,Individual,Automatic,Third Owner
Hyundai i10 Sportz 1.2,2008,124220,64235,Petrol,Individual,Manual,Third Owner
Maruti SX4 Vxi BSIV,2012,226912,113398,Petrol,Individual,Manual,Second Owner
Ford Figo Aspire 1.5 TDCi Ambiente ABS,2018,513328,95893,Diesel,Individual,Manual,First Owner
Maruti Swift VDI BSIV,2007,276404,137945,Diesel,Individual,Manual,Second Owner
Maruti Alto LXi,2008,107450,59820,Petrol,Individual,Manual,First Owner
Hyundai i10 Magna,2010,250869,53487,Petrol,Dealer,Manual,First Owner
Chevrolet Tavera Neo 3 9 Str BSIII,2017,527948,106296,Diesel,Individual,Manual,First Owner
Renault Captur 1.5 Diesel RXT,2017,889662,15015,Diesel,Individual,Manual,First Owner
Ford Figo Diesel Celebration Edition,2014,299097,91386,Diesel,Individual,Manual,Second Owner
Nissan Sunny XL,2014,349019,42355,Petrol,Individual,Manual,First Owner
Tata Indigo LS BSII,2010,164601,106110,Diesel,Individual,Manual,First Owner
Maruti Ertiga VXI CNG,2012,539937,55050,CNG,Dealer,Manual,First Owner
Hyundai Santro GS,2004,84877,64793,Petrol,Dealer,Manual,First Owner
Ford Classic 1.4 Duratorq LXI,2013,256267,39079,Diesel,Individual,Manual,First Owner
Hyundai i10 Magna,2013,216388,46221,Petrol,Dealer,Manual,First Owner
Maruti Swift 1.2 DLX,2017,241121,42696,Petrol,Individual,Manual,First Owner
Maruti Swift Vdi BSIII,2010,283121,101272,Diesel,Individual,Manual,Second Owner
Tata Indigo Grand Dicor,2012,203185,126518,Diesel,Individual,Manual,First Owner
Maruti Eeco 5 Seater AC BSIV,2016,272281,34347,Petrol,Dealer,Manual,First Owner
Honda City i-VTEC VX,2020,990255,24937,Petrol,Dealer,Manual,First Owner
Tata Zest Revotron 1.2T XMS,2015,538261,23316,Petrol,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxE,2014,502547,66817,Diesel,Dealer,Manual,First Owner
Maruti Alto K10 VXI,2016,286237,58414,Petrol,Individual,Manual,First Owner
Tata Zest Revotron 1.2T XE,2015,308608,103231,Petrol,Individual,Manual,First Owner
Toyota Etios VXD,2013,668966,62970,Diesel,Individual,Manual,First Owner
Maruti Esteem Lxi,2005,40982,63928,Petrol,Individual,Manual,First Owner
Hyundai Tucson CRDi,2007,159367,188720,Diesel,Individual,Manual,First Owner
Toyota Innova Crysta 2.4 VX MT,2015,1710179,160753,Diesel,Dealer,Manual,First Owner
Hyundai Verna 1.6 VTVT SX,2013,721480,57878,Petrol,Trustmark Dealer,Manual,First Owner
Tata Indica Vista TDI LS,2011,135237,206583,Diesel,Individual,Manual,Third Owner
Maruti Swift VXI,2017,525670,15680,Petrol,Individual,Manual,First Owner
Hyundai Santa Fe 4X4,2010,776761,221033,Diesel,Individual,Manual,First Owner
Tata Indica GLS BS IV,2008,82503,53897,Petrol,Individual,Manual,Second Owner
Maruti Swift VXI,2020,573518,45396,Petrol,Individual,Manual,First Owner
Tata New Safari DICOR 2.2 EX 4x2,2008,193078,128650,Diesel,Individual,Manual,Second Owner
Maruti Wagon R LXI,2008,168214,30908,Petrol,Dealer,Manual,First Owner
Tata Indica Vista TDI LS,2013,260785,26565,Diesel,Individual,Manual,First Owner
Tata Tigor 1.2 Revotron XZ Option,2020,610398,16694,Petrol,Individual,Manual,First Owner
Mahindra Scorpio VLS AT 2.2 mHAWK,2012,366666,211954,Diesel,Individual,Automatic,Second Owner
Ford Figo Petrol ZXI,2011,142907,31711,Petrol,Individual,Manual,Third Owner
Hyundai Grand i10 1.2 CRDi Asta,2017,488063,24175,Diesel,Individual,Manual,First Owner
Toyota Innova 2.0 GX 8 STR BSIV,2012,575797,175508,Petrol,Individual,Manual,Second Owner
Volkswagen Jetta 2.0 TDI Comfortline,2013,374297,316886,Diesel,Individual,Manual,Third Owner
Ambassador CLASSIC 1500 DSL AC,2006,119856,45912,Diesel,Individual,Manual,Second Owner
Maruti Wagon R VXI BS IV,2014,424995,27983,Petrol,Dealer,Manual,First Owner
Maruti Swift VDI BSIV,2015,510733,172008,Diesel,Individual,Manual,First Owner
Hyundai Verna 1.6 VTVT,2008,205503,40647,Petrol,Dealer,Manual,First Owner
Hyundai Verna 1.6 SX CRDi (O),2014,403322,100708,Diesel,Individual,Manual,Second Owner
Hyundai i20 Asta Option 1.4 CRDi,2016,766734,85428,Diesel,Individual,Manual,First Owner
Volkswagen Polo 1.0 MPI Trendline,2011,246480,54086,Petrol,Dealer,Manual,First Owner
Maruti Swift 1.2 DLX,2015,240724,34611,Petrol,Individual,Manual,First Owner
Maruti Vitara Brezza ZDi Plus Dual Tone,2019,1076816,9428,Diesel,Individual,Manual,First Owner
Chevrolet Beat LS,2013,163081,46096,Petrol,Individual,Manual,First Owner
Toyota Etios VD,2014,522870,153137,Diesel,Individual,Manual,Second Owner
Mahindra XUV500 W7 AT BSIV,2020,1452902,52473,Diesel,Individual,Automatic,First Owner
Hyundai EON Magna Plus,2020,231078,29307,Petrol,Individual,Manual,First Owner
Hyundai EON Magna Plus,2014,156437,57444,Petrol,Individual,Manual,First Owner
Maruti Swift ZDi BSIV,2016,656587,52626,Diesel,Dealer,Manual,First Owner
Hyundai Santro Xing GLS,2007,195743,100806,Petrol,Individual,Manual,Second Owner
Ford Fiesta Titanium 1.5 TDCi,2009,573308,69268,Diesel,Individual,Manual,First Owner
Mahindra XUV500 W8 4WD,2014,634134,83162,Diesel,Individual,Manual,Second Owner
Maruti Swift VDI,2014,443839,35765,Diesel,Individual,Manual,First Owner
Hyundai i20 1.2 Spotz,2020,618881,22993,Petrol,Individual,Manual,Second Owner
Audi A4 New  2.0 TDI Multitronic,2015,1631344,47128,Diesel,Dealer,Automatic,First Owner
Skoda Laura L n K 1.9 PD,2009,174821,163989,Diesel,Individual,Manual,Third Owner
Maruti Wagon R VXI,2015,407202,20247,Petrol,Dealer,Manual,Second Owner
Maruti Ignis 1.2 AMT Alpha BSIV,2019,709279,27988,Petrol,Individual,Automatic,First Owner
Mahindra Bolero DI,2002,294223,103641,Diesel,Individual,Manual,Third Owner
Maruti Swift VDI Optional,2019,444783,50016,Diesel,Individual,Manual,First Owner
Maruti Baleno Alpha 1.2,2016,652380,47381,Petrol,Dealer,Manual,First Owner
Tata Indigo LS BSII,2012,168904,122323,Diesel,Individual,Manual,First Owner
Renault Duster 110PS Diesel RxL,2012,500871,57396,Diesel,Dealer,Manual,First Owner
Volkswagen Polo GTI,2016,817913,17285,Petrol,Dealer,Automatic,Second Owner
Chevrolet Beat LS,2014,254674,71809,Petrol,Individual,Manual,Third Owner
Ford Ikon 1.3 Flair,2007,57547,4790,Petrol,Individual,Manual,Second Owner
Tata Nano LX SE,2012,86645,18460,Petrol,Dealer,Manual,First Owner
Tata Indigo TDI,2014,197392,111120,Diesel,Individual,Manual,First Owner
Hyundai Elantra SX,2015,683612,48378,Petrol,Dealer,Manual,First Owner
Hyundai i20 Active 1.4 SX with AVN,2015,651301,29334,Diesel,Individual,Manual,Second Owner
Toyota Fortuner 4x2 AT,2019,2602781,45430,Diesel,Trustmark Dealer,Automatic,First Owner
Honda City 1.5 GXI,2009,186444,120321,Petrol,Dealer,Manual,Second Owner
Mercedes-Benz New C-Class C 220 CDI Avantgarde,2013,1330239,35720,Diesel,Dealer,Automatic,Second Owner
Renault KWID RXT,2019,339830,14836,Petrol,Individual,Manual,First Owner
Maruti Swift LXi BSIV,2010,180458,57427,Petrol,Individual,Manual,First Owner
Ford Ecosport 1.5 DV5 MT Titanium,2015,556361,83322,Diesel,Individual,Manual,Second Owner
Hyundai Grand i10 Magna AT,2019,550430,11766,Petrol,Dealer,Automatic,First Owner
Honda Mobilio V i DTEC,2012,310653,168438,Diesel,Individual,Manual,First Owner
Maruti Alto LX,2005,101058,94001,Petrol,Individual,Manual,Second Owner
Tata Safari Storme VX Varicor 400,2018,818348,87033,Diesel,Individual,Manual,First Owner
Maruti Omni E MPI STD BS IV,2016,244607,5557,Petrol,Individual,Manual,Second Owner
Maruti 800 AC,2009,93319,91302,Petrol,Individual,Manual,Second Owner
Hyundai Verna 1.6 SX,2014,507868,71184,Diesel,Dealer,Manual,First Owner
Mahindra XUV500 AT W10 AWD,2019,1225770,14761,Diesel,Individual,Automatic,Second Owner
Maruti Ritz VDi,2013,219976,81869,Diesel,Individual,Manual,Second Owner
Maruti 800 AC BSIII,2005,106104,30184,Petrol,Individual,Manual,First Owner
Renault KWID Climber 1.0 AMT BSIV,2018,380721,7897,Petrol,Dealer,Automatic,First Owner
Maruti Alto K10 VXI Airbag,2015,281746,62719,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 CRDi Magna,2016,537580,66997,Diesel,Dealer,Manual,First Owner
Ford Figo 1.5D Trend MT,2016,506393,38706,Diesel,Individual,Manual,First Owner
Maruti Ertiga VDI,2013,595082,65376,Diesel,Individual,Manual,Second Owner
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,472123,4305,Petrol,Individual,Manual,First Owner
Hyundai Santro Sportz AMT,2019,437205,4905,Petrol,Dealer,Automatic,First Owner
Toyota Etios GD SP,2015,338416,80942,Diesel,Dealer,Manual,First Owner
Hyundai i20 Active 1.2 SX,2016,762759,9231,Petrol,Individual,Manual,First Owner
Maruti 800 AC Uniq,2004,59176,69671,Petrol,Individual,Manual,Second Owner
Honda City i DTEC SV,2012,700968,61892,Diesel,Dealer,Manual,First Owner
Audi A4 3.0 TDI Quattro,2015,1632255,76791,Diesel,Dealer,Automatic,First Owner
Ford Figo Diesel ZXI,2013,269228,134015,Diesel,Individual,Manual,Second Owner
Hyundai Creta 1.6 CRDi SX Plus,2014,1207312,66014,Diesel,Individual,Manual,Third Owner
Maruti Swift Dzire VDI,2018,607365,33978,Diesel,Dealer,Manual,First Owner
Maruti Zen Estilo LXI BSIII,2010,132236,80834,Petrol,Individual,Manual,Third Owner
Tata Safari Storme VX,2014,981905,72206,Diesel,Individual,Manual,First Owner
Hyundai i20 Sportz 1.2,2019,710968,10827,Petrol,Dealer,Manual,First Owner
Maruti Swift VXI,2018,659557,4788,Petrol,Individual,Manual,First Owner
Chevrolet Aveo 1.4 LS,2012,213673,80235,Petrol,Dealer,Manual,First Owner
Hyundai Xcent 1.1 CRDi Base,2016,283787,86483,Diesel,Individual,Manual,First Owner
Toyota Innova 2.5 V Diesel 7-seater,2004,184293,220678,Diesel,Individual,Manual,First Owner
Maruti Wagon R LXI,2006,206525,39062,Petrol,Dealer,Manual,First Owner
Renault KWID Climber 1.0 AMT BSIV,2017,365796,8084,Petrol,Dealer,Automatic,First Owner
Chevrolet Spark 1.0 LS,2014,129646,77112,Petrol,Individual,Manual,First Owner
Maruti Alto LXi,2010,150545,100820,Petrol,Individual,Manual,Third Owner
Toyota Innova 2.0 GX 8 STR BSIV,2011,543395,189851,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,2017,635972,65818,Diesel,Individual,Manual,First Owner
Maruti SX4 ZDI,2012,383198,115293,Diesel,Dealer,Manual,First Owner
Maruti Swift Dzire LXi,2009,137404,100779,Petrol,Individual,Manual,Second Owner
Tata Indica Vista Aqua TDI BSIII,2010,78597,99655,Diesel,Individual,Manual,First Owner
Maruti Alto K10 VXI AGS,2016,344463,27821,Petrol,Dealer,Automatic,First Owner
Maruti Swift VDI,2019,556247,68857,Diesel,Individual,Manual,First Owner
Audi A6 2.0 TDI Premium Plus,2011,1363931,64922,Diesel,Dealer,Automatic,First Owner
Toyota Innova 2.5 GX 7 STR,2010,731723,167457,Diesel,Individual,Manual,First Owner
Mercedes-Benz C-Class Progressive C 220d,2017,4157170,10617,Diesel,Dealer,Automatic,First Owner
Ford EcoSport 1.5 Petrol Titanium BSIV,2016,810797,18522,Petrol,Individual,Manual,First Owner
Maruti Swift VXI BSIV,2016,471170,66682,Petrol,Individual,Manual,First Owner
Mahindra Quanto C8,2014,196617,143365,Diesel,Individual,Manual,Second Owner
Renault KWID RXT Optional,2017,268904,25977,Petrol,Individual,Manual,First Owner
BMW X1 sDrive 20d xLine,2016,2384223,29097,Diesel,Individual,Automatic,First Owner
Mercedes-Benz E-Class 220 CDI,2000,321846,94400,Diesel,Individual,Manual,Second Owner
Hyundai i10 Sportz 1.2 AT,2014,374666,75389,Petrol,Dealer,Automatic,First Owner
Hyundai i20 1.2 Sportz,2010,277443,105884,Petrol,Individual,Manual,Fourth & Above Owner
Kia Seltos HTK Plus AT D,2018,1348648,8582,Diesel,Individual,Automatic,First Owner
Hyundai i10 Sportz 1.2 AT,2017,520704,54117,Petrol,Dealer,Automatic,First Owner
Hyundai i10 Magna 1.1L,2012,272298,43392,Petrol,Individual,Manual,First Owner
Hyundai Xcent 1.2 Kappa S,2015,274737,94130,Petrol,Individual,Manual,First Owner
Renault KWID RXT,2014,291181,22408,Petrol,Dealer,Manual,First Owner
Hyundai Grand i10 Magna AT,2018,500294,11375,Petrol,Dealer,Automatic,First Owner
Maruti Vitara Brezza ZDi Plus,2019,908665,38134,Diesel,Individual,Manual,First Owner
Hyundai Accent CRDi,2005,107911,130327,Diesel,Individual,Manual,Second Owner
Maruti Swift VXi BSIV,2017,497034,34596,Petrol,Dealer,Manual,First Owner
Honda Amaze S i-Vtech,2017,457050,56221,Petrol,Individual,Manual,First Owner
Maruti Swift Vdi BSIII,2007,223273,101859,Diesel,Individual,Manual,Second Owner
Honda City 1.5 S MT,2010,261616,87285,Petrol,Individual,Manual,Second Owner
Tata Nano LX,2012,62837,24570,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire LDI,2015,391317,75776,Diesel,Individual,Manual,Third Owner
Maruti Alto LXi BSII,2000,104995,69709,Petrol,Individual,Manual,Fourth & Above Owner
Maruti Zen Estilo VXI BSIV,2012,184680,51079,Petrol,Individual,Manual,First Owner
Maruti Alto LXi,2008,95829,99992,Petrol,Individual,Manual,Second Owner
Tata New Safari DICOR 2.2 GX 4x2 BS IV,2013,266111,84483,Diesel,Individual,Manual,Second Owner
Skoda Superb 1.8 TSI,2014,552498,59751,Petrol,Dealer,Automatic,Second Owner
Maruti Ciaz VDI SHVS,2019,726848,51737,Diesel,Dealer,Manual,First Owner
Chevrolet Cruze LTZ AT,2019,1028773,63118,Diesel,Dealer,Automatic,First Owner
Maruti Zen Estilo 1.1 VXI BSIII,2009,95864,71904,Petrol,Individual,Manual,First Owner
Tata Indigo LX,2008,138257,98283,Diesel,Individual,Manual,Third Owner
Maruti Esteem Lxi - BSIII,2006,76974,23751,Petrol,Individual,Manual,First Owner
Mahindra Xylo E4 8S,2009,345440,124188,Diesel,Individual,Manual,Third Owner
Maruti Swift LDI Optional,2019,547081,43245,Diesel,Individual,Manual,First Owner
Maruti Alto 800 LXI,2020,270406,26051,Petrol,Dealer,Manual,First Owner
Hyundai Accent GLE CNG,2012,136451,100982,CNG,Individual,Manual,Second Owner
Volkswagen Polo SR Petrol 1.2L,2011,401791,42767,Petrol,Individual,Manual,First Owner
Tata Hexa XM,2016,918104,26520,Diesel,Individual,Manual,First Owner
Honda City VTEC,2001,299448,79161,Petrol,Individual,Manual,Fourth & Above Owner
Honda City i DTEC VX,2014,636196,90989,Diesel,Individual,Manual,Second Owner
Tata New Safari DICOR 2.2 EX 4x2,2009,479148,84943,Diesel,Individual,Manual,Second Owner
Tata Nexon 1.2 Revotron XM,2016,526498,11708,Petrol,Individual,Manual,First Owner
Maruti Eeco 5 Seater AC BSIV,2018,433531,7990,Petrol,Dealer,Manual,First Owner
Maruti Alto LXi,2007,108721,44553,Petrol,Individual,Manual,Second Owner
Mercedes-Benz New C-Class 200 CDI Classic,2007,640560,108361,Diesel,Dealer,Manual,Second Owner
Ford Classic 1.6 Duratec LXI,2010,241182,17147,Petrol,Dealer,Manual,First Owner
Tata Indica DLS,2007,54604,72872,Diesel,Individual,Manual,Second Owner
Maruti Ertiga ZDI Plus,2020,1198036,33833,Diesel,Individual,Manual,First Owner
Ford Ecosport 1.5 DV5 MT Titanium Optional,2012,617317,76491,Diesel,Dealer,Manual,First Owner
Maruti Ritz VXi,2015,303161,39749,Petrol,Individual,Manual,First Owner
Chevrolet Sail 1.2 Base,2012,303621,26816,Petrol,Individual,Manual,First Owner
Maruti Alto STD,2005,87406,44761,Petrol,Individual,Manual,Second Owner
Ford Figo Diesel EXI,2013,387632,31801,Diesel,Individual,Manual,First Owner
Honda City 1.5 V MT,2017,924943,7612,Petrol,Dealer,Manual,First Owner
Maruti Alto LXi,2010,145067,122398,Petrol,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,2017,318324,18193,Petrol,Individual,Manual,First Owner
Mahindra Quanto C6,2013,235338,115031,Diesel,Individual,Manual,First Owner
Honda City 1.5 V MT,2010,406794,49960,Petrol,Dealer,Manual,Second Owner
Honda City i-VTEC VX,2015,938283,35026,Petrol,Individual,Manual,First Owner
Maruti S-Cross Zeta DDiS 200 SH,2016,687088,50234,Diesel,Trustmark Dealer,Manual,First Owner
Maruti Zen Estilo LXI BSIII,2008,108060,45321,Petrol,Individual,Manual,First Owner
Maruti Swift VXI Deca,2018,522237,24417,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire VDI Optional,2016,762351,29871,Diesel,Individual,Manual,First Owner
Maruti Swift VDI BSIV,2014,645500,80202,Diesel,Individual,Manual,First Owner
Chevrolet Beat LT,2013,168888,11960,Petrol,Individual,Manual,First Owner
Maruti Zen VXI,2000,107088,104417,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W6 2WD,2015,668157,62444,Diesel,Dealer,Manual,First Owner
Audi Q3 2.0 TDI Quattro Premium Plus,2013,1748512,120351,Diesel,Dealer,Automatic,First Owner
Hyundai Grand i10 1.2 Kappa Magna AT,2019,597150,17841,Petrol,Dealer,Automatic,First Owner
Maruti Alto LX,2011,169035,31374,Petrol,Dealer,Manual,First Owner
Ford Figo Titanium,2020,666621,101,Petrol,Dealer,Manual,Test Drive Car
Maruti Ciaz VDi Plus SHVS,2015,688104,51558,Diesel,Dealer,Manual,First Owner
Maruti Swift Dzire VDi,2011,440047,30418,Diesel,Individual,Manual,First Owner
Mercedes-Benz C-Class Progressive C 220d,2020,3629867,8661,Diesel,Dealer,Automatic,First Owner
Chevrolet Beat LT Option,2017,253338,40066,Petrol,Dealer,Manual,First Owner
Honda City 1.5 V MT,2014,453977,48223,Petrol,Dealer,Manual,Second Owner
Hyundai Verna VTVT 1.6 SX,2016,823924,34685,Petrol,Individual,Manual,First Owner
Hyundai Creta 1.6 CRDi SX Option,2013,1071597,79035,Diesel,Individual,Manual,Second Owner
Tata New Safari DICOR 2.2 GX 4x2 BS IV,2014,275099,89921,Diesel,Individual,Manual,Second Owner
Tata Indica DLS,2008,51828,131042,Diesel,Individual,Manual,Fourth & Above Owner
Hyundai i20 Sportz 1.4 CRDi,2015,292411,125944,Diesel,Individual,Manual,Second Owner
Tata Indica V2 DLS BSII,2008,77467,96909,Diesel,Individual,Manual,Third Owner
Hyundai EON 1.0 Era Plus,2020,92141,24387,Petrol,Individual,Manual,First Owner
Hyundai EON Magna Plus,2017,229688,36337,Petrol,Dealer,Manual,First Owner
Maruti S-Cross Zeta DDiS 200 SH,2014,810762,49652,Diesel,Trustmark Dealer,Manual,First Owner
Honda City 1.5 E MT,2010,370289,56565,Petrol,Individual,Manual,First Owner
Toyota Innova Crysta 2.4 VX MT BSIV,2018,1779806,22794,Diesel,Individual,Manual,First Owner
Skoda Rapid 1.5 TDI AT Ambition,2014,643304,43836,Diesel,Dealer,Automatic,First Owner
Hyundai EON Era Plus Sports Edition,2013,284491,61354,Petrol,Individual,Manual,First Owner
Nissan Terrano XE 85 PS,2013,481186,126701,Diesel,Individual,Manual,First Owner
Maruti SX4 Celebration Diesel,2011,248286,137194,Diesel,Individual,Manual,First Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,2017,995659,24827,Diesel,Dealer,Manual,First Owner
Renault KWID RXT,2015,329990,38393,Petrol,Individual,Manual,First Owner
Toyota Etios Cross 1.2L G,2016,381509,25196,Petrol,Dealer,Manual,First Owner
Volkswagen Vento Diesel Highline,2009,289942,74193,Diesel,Individual,Manual,Second Owner
Renault KWID 1.0,2014,274233,45184,Petrol,Individual,Manual,First Owner
Toyota Innova Crysta 2.4 G MT BSIV,2017,1339029,69336,Diesel,Individual,Manual,First Owner
Tata Safari Storme EX,2011,419154,87815,Diesel,Individual,Manual,Third Owner
Skoda Rapid 1.6 MPI Elegance,2011,367520,77778,Petrol,Individual,Manual,First Owner
Maruti Ignis 1.3 Delta,2019,611095,23396,Diesel,Dealer,Manual,First Owner
Ford Figo 1.5D Trend MT,2015,541672,34825,Diesel,Individual,Manual,First Owner
Mercedes-Benz C-Class Progressive C 220d,2016,3681863,11400,Diesel,Dealer,Automatic,First Owner
Ford Figo Aspire 1.2 Ti-VCT Trend,2018,406605,14829,Petrol,Individual,Manual,First Owner
Mahindra Xylo H4,2017,653372,14051,Diesel,Individual,Manual,Third Owner
Maruti Swift Dzire VDI,2014,283396,129252,Diesel,Individual,Manual,First Owner
Maruti Ritz VXI,2010,252791,83689,Petrol,Individual,Manual,Second Owner
Maruti Alto LXi BSIII,2010,192690,65351,Petrol,Dealer,Manual,First Owner
Toyota Etios GD,2010,302831,130574,Diesel,Individual,Manual,First Owner
Ford Figo Petrol LXI,2012,129492,98747,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,2019,330027,30592,Petrol,Dealer,Manual,First Owner
Maruti Swift ZDI Plus,2013,466883,69185,Diesel,Dealer,Manual,Second Owner
Hyundai Elite i20 Sportz Plus BSIV,2013,558593,55695,Petrol,Individual,Manual,First Owner
Maruti Alto K10 VXI,2017,305812,34358,Petrol,Individual,Manual,Third Owner
Hyundai Verna CRDi 1.6 SX Option,2020,1087662,98351,Diesel,Individual,Manual,First Owner
Tata New Safari DICOR 2.2 EX 4x4,2011,227705,135266,Diesel,Individual,Manual,Second Owner
Hyundai i10 Era,2009,140503,69763,Petrol,Individual,Manual,Third Owner
Mahindra Thar CRDe ABS,2020,970595,14669,Diesel,Individual,Manual,First Owner
Renault Pulse RxZ,2017,394314,112610,Diesel,Individual,Manual,First Owner
Honda Amaze VX i-DTEC,2012,465119,122669,Diesel,Individual,Manual,Second Owner
Honda Amaze S i-Dtech,2011,366916,112244,Diesel,Individual,Manual,First Owner
Toyota Corolla Altis GL MT,2014,1060827,69263,Petrol,Trustmark Dealer,Manual,First Owner
Renault Duster 85PS Diesel RxL,2011,476050,1012,Diesel,Dealer,Manual,Second Owner
Maruti Swift Dzire VDI,2012,392464,94280,Diesel,Dealer,Manual,Second Owner
Tata Indica Vista Quadrajet LS,2014,118091,156979,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire VDI,2016,494901,55643,Diesel,Individual,Manual,Second Owner
Nissan Sunny XL,2013,366434,39703,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W10 1.99 mHawk,2017,1197316,21466,Diesel,Trustmark Dealer,Manual,First Owner
Maruti Alto K10 LXI,2009,206749,68560,Petrol,Individual,Manual,Second Owner
Maruti Alto LXi,2004,108837,81489,Petrol,Individual,Manual,First Owner
Honda Amaze VX AT i-Vtech,2016,425018,40087,Petrol,Dealer,Automatic,First Owner
Tata Indica LXI,2005,84626,42928,Petrol,Individual,Manual,Second Owner
Maruti Alto LX,2011,214076,74853,Petrol,Individual,Manual,Second Owner
Mercedes-Benz M-Class ML 350 CDI,2013,2436037,75899,Diesel,Individual,Automatic,Second Owner
Mitsubishi Outlander 2.4,2010,538236,132688,Petrol,Individual,Automatic,First Owner
Maruti Alto LX,2008,107863,46491,Petrol,Individual,Manual,Second Owner
Nissan Sunny Diesel XV,2013,309692,120682,Diesel,Individual,Manual,First Owner
Renault Scala Diesel RxL,2013,393727,62420,Diesel,Dealer,Manual,First Owner
Mahindra Xylo E8 ABS Airbag BSIV,2010,257588,144109,Diesel,Individual,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2004,377059,444219,Diesel,Individual,Manual,Third Owner
Chevrolet Beat Diesel LS,2012,151915,44921,Diesel,Individual,Manual,First Owner
Hyundai i10 Sportz 1.2,2006,147693,26257,Petrol,Individual,Manual,First Owner
Maruti Swift VDI,2013,396361,67691,Diesel,Dealer,Manual,First Owner
Ford Fiesta Titanium 1.5 TDCi,2013,483146,68735,Diesel,Individual,Manual,Second Owner
Tata Manza Aura Quadrajet,2010,202845,56572,Diesel,Individual,Manual,Third Owner
Maruti Celerio X ZXI BSIV,2019,533028,15795,Petrol,Individual,Manual,First Owner
Hyundai i10 Magna,2013,226048,41933,Petrol,Dealer,Manual,First Owner
Chevrolet Enjoy 1.3 TCDi LS 8,2013,320442,194158,Diesel,Individual,Manual,First Owner
Honda Brio S MT,2013,288758,51016,Petrol,Individual,Manual,First Owner
Chevrolet Beat LT Option,2017,230324,66769,Petrol,Individual,Manual,First Owner
